NEVOgroep|product_naam_f|energiewaardeinkcal_kcal|eiwittotaal_g|vettotaal_g|vetzurenverzadigd_g|zout_g|koolhydraten_g|monoendisacchariden_g|ingredienttekst
Noten en zaden|Zilverboompitten|702.0|18.3|64.2|6.52|0.025|11.2|4.4|100% Pijnboompitten.
Noten en zaden||509.0|13.6|27.0|4.2|0.0|50.6|46.2|"54% PINDA'S, 42% suiker, glucose-fructosestroop, plantaardige olie (zonnebloem, shea), verdikkingsmiddel: E414, kleurstof: E150c/E172.

Dit product kan sporen van NOTEN bevatten."
Noten en zaden|Zonnegoudpitten|595.0|28.0|49.0|5.0|0.0|7.5|3.5|Gepelde zonnebloempitten.
Noten en zaden|Zonnegoud Pitjes 125g|610.0|20.8|51.5|4.5|0.023|11.4|2.6|zonnebloempitten.
Vleesvervangers en zuivelvervangers|BioVerde plantaardige yoghurt stijl met tropische mango|61.0|3.7|2.0|0.4|0.22|5.8|5.6|water, mango (17,8%) (sap uit concentraat (11,1%), fruit (6,7%)), gepelde SOJABONEN (9,7%), tricalciumcitraat, stabilisator (pectinen), zuurteregelaars (natriumcitraten, citroenzuur), natuurlijk aroma, gemodificeerd zetmeel, zeezout, antioxidanten (tocofe
Vleesvervangers en zuivelvervangers|Olpro soja kookgenot|151.0|2.0|15.0|1.7|0.14|1.2|1.2|water, zonnebloemolie, gepelde SOJABONEN (4%), suiker, emulgator (sucrose-vetzuuresters), stabilisatoren (xanthaangom, guarpitmeel, carrageen), zeezout, aroma . Vrij van zuivel en gluten.
Vleesvervangers en zuivelvervangers|Alvero plantaardige verwenyoghurt naturel|51.0|4.0|2.3|0.4|0.25|2.1|2.1|SOJABASIS (water, gepelde SOJABONEN (10,7%)), suiker, tricalciumcitraat, stabilisator (pectinen), zuurteregelaars (natriumcitraten, citroenzuur), aroma, zeezout, antioxidanten (tocoferolrijk extract, vetzuuresters van ascorbinezuur), vitaminen (B12, D2),
Vleesvervangers en zuivelvervangers|Alprem; avontuur; puur|68.0|5.8|3.3|0.6|0.36|2.6|2.5|SOJABASIS (water, gepelde SOJABONEN (15,7%)), suiker, stabilisator (pectinen), tricalciumcitraat, zuurteregelaars (natriumcitraten, citroenzuur), natuurlijk aroma, zeezout, antioxidanten (tocoferolrijk extract, vetzuuresters van ascorbinezuur), vitaminen
Groente|Pimpolaan|15.0|0.7|0.2|0.1|0.005|2.0|1.7|Pompoen.
Alcoholische dranken|Vansteen port 12yo 70cl||||||||Bevat sulfieten.
Hartige snacks en zoutjes|Spookstrom popcorn neon zoete popcorn 175 g|420.0|3.5|4.6|0.7|0.0|89.2|54.6|Glucose-fructosesiroop, maïs 30,5%, suiker, emulgator [sojalecithine], zonnebloemolie, kleurstof [E 141]
Fruit|Pluimen||||||||
Melk en melkproducten|Luna mini spikkel pudding met stukjes exotisch fruit 174 g|165.0|3.6|7.5|5.4|0.14|20.5|17.7|MELK, vruchten (7,7% mandarijn, 4,8% ananas, 2,2% rozijnen, 1,9% papaja), ROOM, suiker, glucose(-fructose)stroop, MELKeiwit, gemodificeerd maïszetmeel, palmolie, rundergelatine, maltodextrine, verdikkingsmiddel: E407, emulgatoren: E471 en E472a, aroma, st
Samengestelde gerechten|Kipkrokettenpotje|106.0|11.0|5.6|1.7|1.1|2.4|0.9|44% kippenvlees, water, groenten (champignon, ui), room (MELK), zonnebloemolie, gemodificeerd maiszetmeel, specerijen (MOSTERD, SELDERIJ), zout, verdikkingsmiddel (E412), aroma, GERSTemoutazijn, gehydrolyseerd SOJA-eiwit, dieetzout, MELKeiwit, karneMELKpo
Samengestelde gerechten|Kippenfricassee|78.0|4.0|3.7|0.9|0.98|6.9|0.6|water, 18% kippenvlees*, TARWEBLOEM, zonnebloemolie, gemodificeerd maïszetmeel, palmolie, natuurlijk aroma, zout, stabilisator: E451/452, tomatenpuree, gehydrolyseerd SOJA-EIWIT, mineraalzout (kaliumchloride), MELKBESTANDDELEN, suiker, BLADSELDERIJ, knofl
Hartig broodbeleg|Spruitenschotel|117.0|1.2|7.6|0.5|0.5|9.0|8.8|67% witte kool, 10% paprika, koolzaadolie, water, suiker, citroensap, natuurazijn, zout, conserveermiddelen (kaliumsorbaat, natriumbenzoaat), specerijen (MOSTERD), antioxidant (ascorbinezuur), verdikkingsmiddel (xanthaangom), natuurlijk aroma. Kan sporen
Melk en melkproducten|LactaChef kooksmooth 250 ml|212.0|2.4|20.2|14.3|0.13|4.8|3.2|88% ROOM (23% vet), water, gemodificeerd maïszetmeel , stabilisator: E466
Melk en melkproducten|Bittere crème 130g|117.0|3.2|10.0|6.7|0.1|3.6|3.6|zure room (MELK).
Graanproducten en bindmiddelen|Zonstraal's roti verrassing 4 stuks|306.0|8.5|7.6|1.4|0.93|48.8|0.9|TARWEbloem, volkoren TARWEbloem, water, raapzaadolie, stabilisatoren: E422, E466; rijsmiddelen: E500, E450; voedingszuur: E296; emulgator: E471, conserveermiddel: E282; TARWEmoutmeel.
Suiker, snoep, zoet beleg en zoete sauzen|Cacao druifjes|435.0|4.6|16.5|9.7|0.095|65.5|57.3|55% Melkchocolade (suiker, cacaoboter, volle MELKPOEDER, cacaomassa, emulgator: SOJALECITHINE, natuurlijk vanillearoma), 44% rozijnen, gemodificeerd tapiocazetmeel, glucosestroop, kokosnootolie, glansmiddel: E904, emulgator: E471, zuurteregelaar: citroenz
Alcoholische dranken|Caridore puerto blanco rum 70cl||||||||
Alcoholische dranken|||||||||
Vlees en gevogelte|Polder rundersnippers|173.0|21.0|9.7|4.3|0.15|0.0|0.0|rundvlees(100%).
Vlees en gevogelte|Polder rundvleesstoofplakken|109.0|23.0|1.9|0.8|0.16|0.0|0.0|rundvlees(100%).
Vlees en gevogelte|Slanke runderboutjes|122.0|22.9|3.4|1.4|0.156|0.0|0.0|100% rundvlees.
Vlees en gevogelte|Magere kalfsbraadstuk nordic|100.0|21.0|2.0|0.8|0.1|0.0|0.0|
Vlees en gevogelte|Slanke rundschijf 2x 2stk|108.0|22.6|1.9|0.8|0.186|0.0|0.0|100% rundvlees.
Vlees en gevogelte|Boeuf ribstuk ierland|165.0|20.0|9.5|4.0|0.16|0.0|0.0|
Vlees en gevogelte|Veldenkiprollade 115gr 1pk|132.0|22.0|3.8|1.1|3.7|2.4|0.5|98% kippenvlees, zout, voedingszuur: E325 en azijnzuur, kruiden, specerijen, stabilisatoren: E450 en E452, dextrose, maltodextrine, gehydrolyseerd koolzaadeiwit, gistextract, gedroogde groentepoeder (prei, ui,), water, paprikaconcentraat, zonnebloemolie,
Vlees en gevogelte||119.0|23.0|3.0|1.0|0.0|0.0|0.0|100% rundvlees.
Vlees en gevogelte|Rondade runder|108.07|22.09|2.12|0.01|1.95|0.17|0.01|rundvlees (98 %), zout, kruiden & specerijen.
Vlees en gevogelte|Koen vleeswaren geroosterde rundvlees|122.0|22.9|3.4|1.3|0.3|0.0|0.0|100% rundvlees
Vlees en gevogelte|Kalflever 450g|129.0|21.0|4.2|1.9|0.19|1.9|0.4|Rundvlees.
Hartig broodbeleg|Koolslar|196.0|1.3|17.3|1.3|0.8|7.6|6.9|50% witte kool, koolzaadolie, water, 6% wortel, ui, suiker, natuurazijn, EIGEEL, zout, gemodificeerd zetmeel, bieslook, verdikkingsmiddelen (guarpitmeel, xanthaangom), conserveermiddelen (kaliumsorbaat, natriumbenzoaat), specerijen (MOSTERD), antioxidante
Hartig broodbeleg||196.0|0.6|18.04|1.4|0.42|7.6|5.4|54% Komkommer, water, raapzaadolie, suiker, maïszetmeel, 2% VRIJE-UITLOOPKIPPENEI-EIGEEL, azijn, gemodificeerd maïszetmeel, zout, conserveermiddel: E202/E211, verdikkingsmiddel: E415, bieslook, dille, voedingszuur: E330, peterselie.
Samengestelde gerechten||145.0|2.1|7.8|0.8|0.98|16.0|4.3|aardappel, water, groente (wortel, doperwt), raapolie, suiker, rundvlees, augurk, azijn, zilverui, zout, zetmeel (maïs, aardappel), vrije-uitloopeigeel, specerijen (o.a. mosterd, selderij), gemodificeerd maïszetmeel, conserveermiddel (kaliumsorbaat [E202]
Samengestelde gerechten|Bourgondische salade 1000g|145.0|1.9|7.9|0.8|0.955|15.9|4.2|aardappel 57,9%, water, raapzaadolie, wortel 5,6%, doperwten 3,8%, suiker, augurk 2,3%, rundvleesproduct 2,2% (gekookt rundvlees 1,6%, water, aardappelzetmeel, zout, conserveermiddel: E250), azijn, zilverui, zout, vrije uitloopEIgeel, maïszetmeel, speceri
Kaas|Tovenaarsbrie® klassiek 125 gram|403.0|1.9|39.3|5.1|1.1|9.6|7.7|"koolzaadolie, water, 16% roomkaas

(MELK, room [MELK], microbieel stremsel,

zuursel), 10% verse prei, suiker, 3% verse

peterselie, 2% knoflook, 2% room (MELK),

citroensap, natuurazijn, EIGEEL*, gemodificeerd

zetmeel (maïs, aardappel), zout, verdikking"
Hartig broodbeleg|Boter-kaas salade|353.0|6.8|32.02|6.7|1.37|9.2|4.1|32% Gesmolten kaas (74% kaas (MELK, zout, zuursel, dierlijk stremsel, kleurstof: E160a/E160b), water, maïszetmeel, aardappelzetmeel, smeltzout: E452/E339), water, raapzaadolie, 9% MOSTERD (water, azijn, MOSTERDZAAD, zout, suiker), suiker, maïszetmeel, VRI
Hartig broodbeleg|Groente Knabbelmix|173.0|0.8|16.0|1.4|0.6|6.1|3.6|komkommer 60,5%, koolzaadolie, water, ui, suiker, SCHARRELEIGEEL, maïszetmeel, azijn, zout, gemodificeerd maïszetmeel, dille, conserveermiddelen: E202 en E211, verdikkingsmiddel: E415, MOSTERD (water, MOSTERDzaad, azijn, zout, kurkuma), voedingszuur: citr
Hartig broodbeleg|Knollensalade|130.0|1.2|9.2|0.7|1.25|9.3|7.8|57% knolselderij, water, raapolie, suiker, azijn, magere yoghurt, zout, gemodificeerd maïszetmeel, citroensap, zetmeel (maïs, tapioca), vrije-uitloopeigeel, scharreleigeel, specerijen (o.a. mosterd), conserveermiddel (kaliumsorbaat [E202], natriumbenzoaat
Hartig broodbeleg|Zalmsalade|397.0|10.7|38.0|2.7|1.7|3.3|2.6|TONIJN MSC (40%), raapzaadolie, water, augurk, suiker, EIgeel, azijn, bouillon (bevat: SCHAALDIEREN, VIS, MELK), zout, citroensap, MOSTERD, aardappel, melasse, specerij, specerijextract, groentenextract (erwt, wortel), aroma, stabilisatoren (E412, E415),
Samengestelde gerechten|Vleeskruid salade 425g|152.0|1.5|9.6|1.18|1.45|13.7|3.5|aardappel 51%, rundvlees 11%, water, plantaardige oliën (raapzaad, koolzaad), azijn, ui 3%, wortel 2,8%, suiker, augurk 2%, doperwten 1,6%, zout, maïszetmeel, glucose-fructosestroop, gemodificeerd zetmeel (maïs, aardappel), gehydrolyseerde eiwitten (SOJA,
Hartig broodbeleg|Gerookte forelsalade met kruidenroomkaas 150g|333.0|11.6|29.8|4.4|1.35|4.1|3.7|gekookte roze zalm MSC-gecertificeerd 26,2% (vis), raapzaadolie, roomkaas 15,4% (melk, room [melk], zout, verdikkingsmiddel: E410, zuursel, vegetarisch stremsel), gerookte Atlantische zalm 14,9% (zalm [vis], zout, rook), zilverui, suiker, natuurazijn, sch
Hartig broodbeleg|Slaadjes: Serami Krabbies, Gerookte Zeelt, Sarimi Krevs|392.0|5.5|37.1|2.9|1.59|8.7|2.2|surimi 39% [VIS (koolvis (Theragra Chalcogramma, makreel (Trachurus Murphiyi), Itoyori (Nemipterus spp.), blauwe wijting (Micromesistius Australis), koolzaadolie, Eiwit, water, zout, aardappelzetmeel, suiker, stabilisator: sorbitol, polyfosfaten, aroma (S
Samengestelde gerechten|Nordland vissalade 3 kg|181.0|3.6|11.6|1.1|1.3|14.8|4.0|52% aardappel, 10% gekookte ZALM, plantaardige oliën (raapzaad, zonnebloem), water, azijn, augurk, suiker, tomatenpuree, zilverui, glucose-fructosestroop, zetmeel (maïs, aardappel), zout, gemodificeerd zetmeel (maïs, aardappel), SCHARRELKIPPENEI, SCHARREL
Hartig broodbeleg|Savor vlees|294.0|4.6|26.9|4.5|1.15|8.1|4.8|34% Boterhamworst (87% varkensvlees*, water, aardappelzetmeel, zout, gehydrolyseerd varkenseiwit, MOSTERD (water, MOSTERDZAAD, azijn, zout, specerij, natuurlijk aroma), specerijen, varkenseiwit, dextrose, kruid), water, raapzaadolie, 8% augurk, 5% appel,
Suiker, snoep, zoet beleg en zoete sauzen|Baron zwartzoet fijne salmiak bollen 1000 g|365.0|0.0|0.0|0.0|0.007|91.5|64.5|Suiker, glucosestroop, salmiakzout (4.5%), zoethoutpoeder, zoethoutwortelextract, caramelsuikerstroop, dextrose
Kruiden en specerijen|Sambal inferno picant|288.0|3.6|15.2|1.88|5.66|35.4|9.6|versgemalen pepers 36,5 % (pepers, zout), gemalen uien, plantaardige olie, rawit pepers 6,5 % (rawit, zout, azijn), zout, suiker, stroop, basterdsuiker, sjalotpuree ( sjalot 81.5%, water, zout 3%, voedingszuur E330, stabilisator E412, E415, anti oxidant E
Kruiden en specerijen|Sambal zoet|337.0|3.5|17.8|1.96|4.67|39.1|27.6|gemalen rode pepers 36%, gemalen uien (SULFIET), suiker, basterdsuiker, zonnebloemolie, aroma, laos, sereh, knoflook, conserveermiddel E202, E211, E260
Niet-alcoholische dranken|Mangojuice|51.0|0.4|0.1|0.02|0.005|11.5|11.5|Ananassap uit concentraat, antioxidant: ascorbinezuur, stabilisator: pectinen.
Niet-alcoholische dranken|Tomatenzot|22.0|0.6|0.0|0.0|0.5|4.5|4.0|tomatensap, zout.
Vis, schaal- en schelpdieren|Makreel in olijfolie met limoen|339.0|20.0|29.0|5.6|0.8|0.5|0.5|"SARDINES (70%) (Sardina
pilchardus), olijfolie (24%), citroen (5%), zout."
Vis, schaal- en schelpdieren|Zeeblitsers in zonnebloemolie|219.6|24.6|13.2|3.0|0.5|0.3|0.0|"sardines (VIS) (70%) (Sardina
piclhardus), olijfolie (29%), zout"
Hartige sauzen|Flinko grilljus 3 kg|169.0|0.9|1.4|0.1|1.9|36.0|35.0|Suiker, water, tomatenpuree 14%, azijn, paprikapuree, augurk, wortel, zout, sojasaus (water, sojabonen, tarwe, zout), wijn, ui 1,4%, tarwezetmeel, raapzaadolie, specerijen, verdikkingsmiddelen (guargoom, xanthaangom), uipoeder, dextrose, kruiden, rookarom
Hartige sauzen|Chicken Delight Tropic|70.0|0.5|0.1|0.1|1.1|15.0|13.0|Water, groenten (paprika 6,4 % (groen, rood), wortel 4,3 %, ui, waterkastanje, BLEEKSELDERIJ), ananas op sap 17,1 % (ananas, water, suiker, zuurteregelaar E330), suiker, tomatenpuree, gemodificeerd maïszetmeel, azijn, zout, geconcentreerd ananassap, stabi
Hartige sauzen|Imperial® jippysaus®|304.0|1.1|22.8|1.8|1.3|24.1|20.2|raapolie, water, suiker, uien, voedingszuur (azijnzuur, citroenzuur, melkzuur, natriumlactaat), SCHARRELEIGEEL, gemodificeerd maiszetmeel, TARWEzetmeel zout, maiszetmeel, maltodextrine, conserveermiddelen(E202, E211), verdikkingsmiddel(E412, E415) antioxi
Hartige sauzen|Alvo kokt drizz 250ml|330.0|0.9|31.0|5.0|1.2|12.0|7.0|Sojaolie, tomaten 30%, water, azijn, suiker, EIGEEL (scharrel), gemodificeerd maïszetmeel, glucosestroop, mosterd (water, MOSTERDZAAD, azijn, zout, aroma, specerijen), zout, worcestersaus (water, glucosestroop, moutazijn (GERST), suiker, zout, aroma, ui,
Hartige sauzen|Yorvitz partysaus|331.0|0.6|31.0|2.2|1.3|12.0|9.2|raapolie, water, tomatenpuree, azijn, glucose-fructosestroop, VRIJE UITLOOP EI en VRIJE UITLOOP EIGEEL, suiker, gemodificeerd zetmeel, zout, maiszetmeel, Schotse whisky 0.5%, MOSTERDMEEL, specerijen, voedingszuur: citroenzuur, verdikkingsmiddel: xanthaang
Hartige sauzen|Paddenstoelensaus|174.0|3.3|15.1|3.0|1.6|4.9|0.6|water, zonnebloemolie, groenten (3,3% champignons, ui), VETPOEDER (BOTEROLIE, glucosestroop, MELKEIWIT), gemodificeerd tapioca zetmeel, NATUURLIJKE AROMA'S (bevat MELK), zout, MELKEIWIT, plantaardig vezel (wortel), 1% ROOM (bevat MELK), TARWEBLOEM, appelc
Suiker, snoep, zoet beleg en zoete sauzen|Luchtbaningen|360.0|1.0|0.0|0.0|0.0|89.0|79.0|suiker, glucosestroop, water, dextrose, varkensgelatine, kleurend saffloerconcentraat, natuurlijk aroma.
Suiker, snoep, zoet beleg en zoete sauzen|Kruidenkamp sint nicolaasswals 200 gram|366.0|2.2|0.0|0.0|0.07|89.0|77.0|suiker, glucosestroop, dextrose, gelatine, saffloerconcentraat, aroma's, kleurstoffen: E120, E131. Kan sporen van tarwe (gluten) bevatten.
Suiker, snoep, zoet beleg en zoete sauzen|Snoeperbeer kleurloos figuurschuim 300 gr|366.0|2.2|0.0|0.0|0.07|89.4|77.3|suiker, glucosestroop, dextrose, gelatine, saffloerextract, aroma's, kleurstoffen: E120, E131. Gemaakt in een bedrijf waar ook gluten verwerkt worden.
Gebak en koek|Choco mini knuffels|425.0|4.0|16.0|9.5|0.2|65.0|52.0|glucose-fructosestroop, suiker, water, cacaoboter, cacaomassa, tarwebloem, weipoeder, mageremelkpoeder, roompoeder, 1% scharrelei-eiwitpoeder, bevochtigingsmiddel (sorbitol [E420]), vollemelkpoeder, emulgator (lecithine [E322], polyglycerolpolyricinoleaat
Groente|Knorrelselderij||||||||
Alcoholische dranken|Vantroff fino sherry - 0,75l||||||||Bevat sporen van Sulfiet.
Suiker, snoep, zoet beleg en zoete sauzen|Berkensiroop|348.0|0.0|0.0|0.0|0.01|87.0|87.0|Natuurlijke esdoornsiroop 100%
Groente|Valtana sla 250g|13.0|1.4|0.4|0.1|0.02|0.3|0.3|romaine sla.
Groente|Grasveld Mix|17.0|2.4|0.2|0.0|0.008|0.7|0.0|"Veldsla.

Dit product kan sporen van SELDERIJ bevatten."
Groente|Weidelies 85g|16.0|2.0|0.2|0.0|0.01|0.7|0.0|veldsla.
Niet-alcoholische dranken|Fruitbom Smoothie 100% Aardbei Framboos Zwarte Bes Appel Banaan 750 ml|60.0|0.7|0.1|0.0|0.1|13.3|11.6|40% appelsap, 28% bananenpuree, 14% aardbeienpuree, 8% frambozenpuree, 5% zwarte bessenpuree, 5% sinaasappelsap
Niet-alcoholische dranken|Tropiswish mango drink 250 ml|56.0|0.5|0.2|0.0|0.0|12.8|11.9|Mangopuree 25%, appelsap* 20%, bananenpuree 20%, druiven- 16% en mandarijn- 15% en passiervruchtensap* 4%, *Uit concentraat.
Niet-alcoholische dranken|Smoothie winterpeer 500ml|64.0|2.1|0.3|0.1|0.027|12.9|11.5|stoofperenpuree 30%, perensap 25%, yoghurt 17,3% (MELK), appelsap 13%, bananenpuree 10%, agavesiroop 3%, bietensap 1,5%, kaneelpoeder 0,2%, antioxidant: E300.
Niet-alcoholische dranken|Tropicale Mango Sinaasappel Banaan Appel Ananas|64.0|0.8|0.2|0.0|0.005|14.2|12.6|37% mangopuree, 27% sinaasappelsap, 17% bananenpuree, 13% appelsap, 6% passievruchtsap, antioxidant: ascorbinezuur.
Niet-alcoholische dranken|Tropische mango-genot 0,5l|64.0|0.8|0.2|0.0|0.005|14.2|12.6|37% mangopuree, 27% sinaasappelsap, 17% bananenpuree, 13% appelsap, 6% passievruchtsap, antioxidant: ascorbinezuur.
Kruiden en specerijen|Kruunox soepje asperello 520 ml|42.0|0.9|2.0|1.1|0.86|5.2|1.3|Aardappelzetmeel, palmvet, glucosestroop, asperge¹ 9,6%, zout, croutons 7,1% (witbrood (TARWEBLOEM, zout, gist), palmvet, gisthydrolysaat, MELKSUIKER, zout, MELKWEI, specerijen (bevat MOSTERD), gistextract, KAAS (Emmental), uipoeder, aroma, antioxidant: r
Kruiden en specerijen|Zefo cup a soup penne & paprika crème 2x200 ml|59.0|1.7|0.5|0.2|0.85|12.0|3.2|"Deegwaar 41% (durum TARWEGRIES, EIWIT), tomaat¹ 21%, aardappelzetmeel, suiker, glucosestroop, gejodeerd zout, MELKWEI, maltodextrine, palmvet, MELKSUIKER, gistextract, TARWEBLOEM, knoflook, zout, tijm.

¹ tomaten op duurzame wijze geteeld.

Kan selderij,"
Kruiden en specerijen|Sipsoep kipfilet|263.0|22.2|3.7|0.8|33.4|35.0|11.7|Smaakversterker: E621, zout, aardappelzetmeel, glucosestroop, aroma's (EI, SOJA, TARWE), 5,5% kippenvleespoeder, gistextract, gehydrolyseerd maïs- en SOJAEIWIT, ui, kruiden en specerijen, raapzaadolie, voedingszuur: citroenzuur.
Kruiden en specerijen|Kruidensoep Drinkmix|238.0|21.6|2.2|0.2|35.9|32.3|22.1|Zout, smaakversterker: E621, glucosestroop, gistextract, gehydrolyseerd SOJA-EIWIT, 4% kruiden (peterselie, basilicum, bieslook, oregano, dragon, tijm), aardappelzetmeel, ui, tomaat, raapzaadolie, aroma (SELDERIJ), peper, rozemarijnextract.
Soepen|Goulashpotje|51.0|2.0|1.5|0.2|0.75|7.0|2.0|water, groente (4,5% groene paprika, 2,5% rode paprika, ui), puree (tomaat, ui, 1% rode paprika), 4,5% rundvlees(b), 4% aardappel, gemodificeerd maïszetmeel, tarwebloem, durumtarwegriesmeel, raapolie, suiker, zout, specerijen, extract (rundvlees, paprika)
Soepen|Erwtenpot met rooksmaak|78.0|5.3|2.8|1.0|1.2|10.8|1.8|water, spliterwten, rookworst (8%)(varkensvlees), TARWEgries, zout, specerijen (bevat koriander), kleurstof (E162), gistextract, geraffineerde sojaolie, conserveermiddelen (E262, E250), antioxidanten (E316, E331, E392, E300), rookaroma, natuurlijk aroma,
Soepen|Stralende kippenbouillon 2l de smakfabriek|30.0|2.1|1.6|0.3|0.88|1.6|1.2|water, 8,1% gegaarde kip [49,0% kipfilet, 49,0% kippendijvlees, zout, aroma, maltodextrine, suiker, gistextract, aardappelzetmeel, kippenvet, kruiden, specerijen, ui, conserveermiddel (natriumacetaat), zuurteregelaar (calciumlactaat), citroenzuur, voeding
Soepen|Henrika Soep|34.0|2.5|1.1|0.2|0.8|3.2|0.4|water, kippenvlees* (5,7%), gegaarde vermicelli (4,5%) (water, harde tarwezetmeel, ei), wortels, prei, gemodificeerd maïszetmeel, zout, smaakversterkers (E621), kippenvet, raapzaadolie, aroma's, (bevat ei, melk, selderij), gistextract, specerijen, (bevat
Soepen|Brouwien soep smeuïge kip 575 ml|38.0|2.0|1.6|0.5|0.72|3.6|0.8|Ingredients: Water, carrot, chicken (4.5%), leek, CELERY (2.5%), cheese (BUTTERMILK, CREAM, MILK powder, salt, garlic, herbs, MILK proteins, pepper, starter culture), modified corn starch, WHEAT flour, shallots, rapeseed oil, salt, BUTTERMILK powder, yeas
Vlees en gevogelte|Kraas kip hapjes 200g|196.0|10.0|15.5|5.9|1.73|4.0|0.1|Soepballen (varkensvlees 82%, rundvlees 7%, aardappelzetmeel, zout, specerijen, gehydrolyseerd maïs eiwit, stabilisatoren: E451, E452, uienpoeder), Bouillon (water, zout, aroma, maltodextrine, gistextract, rundvleesextract, specerijen, raapzaadolie), voll
Gebak en koek|Schuimbom|403.39|3.474|31.722|18.831|0.154|26.84|22.305|slagroom (56%) [slagroom (MELK), suiker, emulgator (E471), stabilisator (E407)], soes [EI, water, maiszetmeel, plantaardige olie (raapzaad), plantaardig vet (palm), TARWEzetmeel, gehard plantaardige vet (palm), weipoeder (MELK), glucosestroop, MELKpoeder
Gebak en koek|Kremblossjes|310.0|4.5|24.0|16.0|0.1|19.0|13.0|61% slagroom, scharrelei, suiker, tarwebloem, palmolie, emulgator (E471), maïszetmeel, stabilisator (E407), Bourbonvanille-extract.  Zout is enkel afkomstig uit natuurlijk voorkomend natrium.
Hartige snacks en zoutjes|Knijpende kaas-peterselie soesjes|645.0|11.0|53.0|29.0|1.5|31.0|7.5|plantaardige olie (palmpit, raap, palm, zonnebloem), bloem (rijst, tarwe), scharrelei, weipoeder, zetmeel (rijst, tarwe, aardappel), melk, room, stabilisator (sorbitol), paneermeel (tarwe), specerijen, zout, droge melkbestanddelen, zure room, kruiden (o.a
Hartige snacks en zoutjes|Knisperende kaas-prei hapjes|645.0|11.0|53.0|29.0|1.5|31.0|7.5|plantaardige olie (palmpit, raap, palm, zonnebloem), bloem (rijst, tarwe), scharrelei, weipoeder, zetmeel (rijst, tarwe, aardappel), melk, room, stabilisator (sorbitol), paneermeel (tarwe), specerijen, zout, droge melkbestanddelen, zure room, kruiden (o.a
Graanproducten en bindmiddelen|Goldig vullend spaghetti 500 g|335.0|11.0|1.5|0.1|0.03|64.0|3.5|"TARWEGRIESMEEL, TARWEVEZELS

Kan sporen bevatten van KIPPENEI.

Kan sporen bevatten van kippenei."
Gebak en koek|Rb. heerlijk gevulde koekjes|432.0|7.5|21.0|6.5|0.5|51.7|35.4|46% amandelspijs (21% AMANDELEN, suiker, scharrelKIPPENEI, stabilisator: E420, verdikkingsmiddel: E415, citrusvezel, natuurlijk citroenaroma, water), TARWEbloem, suiker, 11% roomboter (MELK), 5% AMANDELEN, invertsuikerstroop, scharrelKIPPENEI, 0,7% specul
Gebak en koek|Karamelboter speculaas met hazelnootspijs|439.0|7.7|21.4|8.1|0.38|53.1|34.4|suiker, 22% AMANDEL, TARWEBLOEM, roomboter (MELK), SCHARRELEI, stabilisator: E422/ sorbitolen, 1,5% AMANDELSCHAAFSEL, water, kruiden en specerijen: kaneel/ kruidnagel/ nootmuskaat/ piment/ gember/ korianderzaad/ foelie/ kardemom, glucose-fructosestroop, r
Vleeswaren|Natuurlijke boerenham 85gr 3plk|309.0|15.0|27.0|10.0|2.2|1.5|0.4|"95% varkensvlees*, natuurlijk aroma, zout, conserveermiddel: E250, antioxidant: E331, dextrose*, rook. 
* = van biologische oorsprong"
Vleeswaren|Kattenspek|316.0|15.0|28.0|9.0|2.4|0.9|0.9|87% varkensvlees*, water, zout, voedingszuur (natriumlactaat [E325]), rietsuiker*, stabilisator (natriumcitraat [E331]), groentepoeder (wortel*, pastinaak*, tomaat*), kruiden*, natuurlijk aroma, conserveermiddel (natriumnitriet [E250]), zuurteregelaar (na
